Prenda;Temporada;ColorPrenda;Id
Camisa;Otoño;C;18
Falda;Verano;C;121
Pantalón;Otoño;C;80
Pantalón;Primavera;B;115
Blusa;Verano;C;34
Blusa;Primavera;B;69
Falda;Verano;C;38
Pantalón;Invierno;A;28
Chaqueta;Otoño;C;72
Blusa;Verano;B;35
Chaqueta;Invierno;B;36
Camisa;Verano;B;126
Pantalón;Invierno;B;158
Chaqueta;Invierno;C;135
Pantalón;Otoño;C;15
Blusa;Otoño;B;49
Blusa;Invierno;C;76
Falda;Primavera;C;200
Pantalón;Otoño;B;142
Chaqueta;Verano;B;184
Chaqueta;Verano;A;44
Falda;Verano;B;171
Chaqueta;Primavera;A;11
Chaqueta;Verano;C;43
Falda;Verano;B;1
Chaqueta;Verano;A;186
Camisa;Otoño;C;24
Falda;Primavera;A;180
Camisa;Invierno;B;32
Blusa;Verano;A;37
Falda;Invierno;B;39
Pantalón;Invierno;A;133
Chaqueta;Primavera;B;59
Chaqueta;Otoño;A;80
Camisa;Primavera;A;118
Blusa;Verano;B;99
Pantalón;Verano;A;192
Camisa;Otoño;C;198
Falda;Verano;C;180
Chaqueta;Primavera;C;191
Falda;Primavera;B;29
Camisa;Otoño;A;94
Chaqueta;Primavera;A;54
Camisa;Verano;B;179
Falda;Primavera;A;144
Camisa;Verano;C;31
Blusa;Verano;C;28
Camisa;Verano;C;172
Falda;Verano;A;97
Pantalón;Verano;C;71
Camisa;Otoño;B;188
Blusa;Otoño;A;182
Camisa;Invierno;B;90
Pantalón;Primavera;A;20
Falda;Primavera;C;71
Chaqueta;Primavera;B;70
Falda;Verano;A;119
Falda;Primavera;C;10
Blusa;Otoño;C;59
Camisa;Invierno;C;185
Blusa;Primavera;A;199
Chaqueta;Verano;C;4
Falda;Primavera;A;161
Chaqueta;Verano;B;171
Camisa;Invierno;C;13
Blusa;Verano;C;151
Camisa;Verano;C;53
Blusa;Invierno;A;123
Blusa;Invierno;C;146
Camisa;Otoño;B;177
Blusa;Primavera;A;27
Pantalón;Primavera;B;28
Pantalón;Invierno;B;194
Pantalón;Otoño;B;200
Falda;Otoño;A;59
Falda;Otoño;B;106
Camisa;Verano;A;175
Blusa;Invierno;C;54
Falda;Invierno;B;94
Pantalón;Otoño;C;178
Pantalón;Invierno;A;126
Blusa;Primavera;B;158
Falda;Invierno;B;73
Chaqueta;Verano;B;181
Blusa;Invierno;A;106
Chaqueta;Otoño;C;68
Camisa;Primavera;B;48
Pantalón;Invierno;C;166
Chaqueta;Primavera;A;107
Blusa;Invierno;A;157
Camisa;Otoño;B;96
Blusa;Otoño;B;20
Falda;Otoño;C;75
Falda;Primavera;A;107
Pantalón;Invierno;C;65
Blusa;Verano;C;74
Pantalón;Otoño;B;95
Pantalón;Invierno;B;118
Chaqueta;Verano;B;40
Camisa;Primavera;C;54
Blusa;Verano;C;86
Camisa;Verano;B;116
Pantalón;Otoño;B;149
Pantalón;Invierno;A;127
Camisa;Primavera;B;192
Pantalón;Primavera;A;67
Falda;Verano;C;197
Chaqueta;Invierno;B;173
Camisa;Verano;C;25
Falda;Verano;B;118
Pantalón;Primavera;B;77
Blusa;Otoño;B;173
Falda;Invierno;B;165
Camisa;Invierno;A;57
Blusa;Otoño;A;121
Chaqueta;Verano;C;12
Pantalón;Otoño;C;139
Camisa;Primavera;A;121
Chaqueta;Invierno;C;6
Chaqueta;Otoño;C;122
Camisa;Invierno;C;134
Chaqueta;Otoño;A;1
Falda;Otoño;C;159
Pantalón;Invierno;C;122
Pantalón;Verano;A;199
Camisa;Otoño;C;29
Chaqueta;Otoño;A;7
Pantalón;Primavera;B;162
Camisa;Otoño;B;182
Chaqueta;Verano;B;89
Blusa;Invierno;B;66
Falda;Verano;B;5
Camisa;Verano;C;61
Blusa;Invierno;C;48
Camisa;Otoño;C;172
Chaqueta;Invierno;C;6
Pantalón;Invierno;C;109
Pantalón;Invierno;C;153
Camisa;Invierno;B;194
Falda;Otoño;C;50
Falda;Primavera;A;150
Falda;Verano;B;7
Chaqueta;Verano;C;12
Falda;Otoño;C;113
Camisa;Verano;A;106
Blusa;Invierno;C;15
Falda;Primavera;B;127
Falda;Invierno;C;60
Camisa;Otoño;B;137
Camisa;Primavera;C;149
Blusa;Invierno;C;149
Camisa;Invierno;B;71
Pantalón;Invierno;A;169
Falda;Primavera;C;55
Pantalón;Invierno;B;4
Camisa;Invierno;C;187
Blusa;Otoño;A;121
Camisa;Primavera;B;127
Chaqueta;Otoño;A;106
Pantalón;Primavera;A;100
Chaqueta;Primavera;B;91
Chaqueta;Primavera;C;132
Camisa;Verano;B;194
Camisa;Invierno;C;143
Falda;Invierno;A;44
Chaqueta;Invierno;B;193
Falda;Verano;A;147
Pantalón;Primavera;A;199
Camisa;Invierno;A;185
Pantalón;Primavera;A;62
Chaqueta;Otoño;B;126
Blusa;Otoño;C;171
Chaqueta;Verano;A;64
Camisa;Invierno;C;186
Chaqueta;Otoño;A;50
Camisa;Verano;B;141
Falda;Otoño;A;188
Blusa;Invierno;B;3
Chaqueta;Primavera;B;31
Pantalón;Otoño;B;121
Chaqueta;Verano;C;164
Camisa;Invierno;A;177
Pantalón;Verano;A;103
Pantalón;Invierno;B;90
Pantalón;Invierno;B;191
Blusa;Invierno;A;171
Chaqueta;Verano;C;164
Blusa;Otoño;C;176
Pantalón;Otoño;B;114
Falda;Otoño;C;93
Falda;Verano;C;41
Chaqueta;Primavera;C;137
Chaqueta;Primavera;A;47
Falda;Verano;A;163
Pantalón;Primavera;A;144
Pantalón;Verano;B;82
Blusa;Verano;A;92
Falda;Invierno;A;72
Falda;Invierno;B;49
Camisa;Primavera;A;149
Falda;Invierno;A;71
Blusa;Otoño;B;142
Blusa;Invierno;B;31
Chaqueta;Primavera;B;10
Camisa;Verano;B;37
Chaqueta;Otoño;A;159
Camisa;Invierno;A;89
Camisa;Invierno;C;181
Camisa;Verano;B;24
Pantalón;Primavera;C;15
Camisa;Otoño;C;126
Falda;Primavera;C;44
Blusa;Otoño;B;110
Blusa;Primavera;A;156
Chaqueta;Verano;B;159
Blusa;Primavera;C;129
Camisa;Otoño;A;73
Blusa;Primavera;C;139
Blusa;Otoño;A;28
Blusa;Otoño;B;178
Pantalón;Invierno;C;84
Blusa;Verano;B;162
Falda;Otoño;B;147
Chaqueta;Primavera;B;167
Camisa;Verano;C;130
Chaqueta;Verano;B;67
Chaqueta;Invierno;C;192
Chaqueta;Invierno;A;7
Camisa;Otoño;C;145
Pantalón;Verano;A;137
Falda;Verano;A;187
Camisa;Primavera;A;107
Camisa;Verano;A;48
Camisa;Invierno;A;143
Pantalón;Otoño;C;132
Falda;Verano;A;83
Blusa;Verano;C;18
Falda;Invierno;B;92
Pantalón;Invierno;B;54
Falda;Otoño;B;90
Chaqueta;Verano;C;70
Blusa;Invierno;A;10
Blusa;Primavera;B;130
Blusa;Otoño;B;160
Blusa;Otoño;B;88
Falda;Invierno;A;27
Camisa;Invierno;A;199
Blusa;Invierno;B;91
Pantalón;Verano;C;182
Blusa;Otoño;C;88
Falda;Invierno;C;61
Falda;Invierno;C;102
Chaqueta;Otoño;C;118
Pantalón;Primavera;A;153
Falda;Invierno;B;141
Camisa;Primavera;B;109
Blusa;Primavera;B;41
Chaqueta;Verano;A;158
Camisa;Primavera;A;112
Falda;Invierno;C;164
Camisa;Otoño;B;167
Pantalón;Invierno;A;192
Falda;Primavera;C;124
Pantalón;Primavera;B;57
Pantalón;Primavera;C;34
Falda;Otoño;C;37
Falda;Primavera;C;25
Camisa;Otoño;B;60
Camisa;Otoño;C;39
Chaqueta;Invierno;B;142
Camisa;Otoño;C;89
Chaqueta;Otoño;B;131
Blusa;Invierno;B;32
Pantalón;Otoño;B;52
Chaqueta;Primavera;B;8
Pantalón;Primavera;C;138
Chaqueta;Verano;B;83
Blusa;Verano;B;84
Chaqueta;Primavera;A;145
Chaqueta;Verano;B;114
Falda;Primavera;B;31
Pantalón;Verano;A;60
Falda;Verano;B;107
Falda;Verano;B;142
Chaqueta;Verano;C;69
Pantalón;Primavera;A;12
Falda;Invierno;B;31
Falda;Otoño;B;65
Chaqueta;Invierno;C;193
Blusa;Invierno;B;76
Falda;Verano;A;184
Camisa;Primavera;A;42
Blusa;Otoño;A;95
Chaqueta;Primavera;B;24
Camisa;Otoño;C;45
Camisa;Invierno;C;112
Camisa;Primavera;C;48
Chaqueta;Otoño;A;168
Chaqueta;Verano;A;150
Pantalón;Verano;A;40
Chaqueta;Verano;C;154
Chaqueta;Primavera;B;128
Blusa;Otoño;A;180
Camisa;Verano;B;66
Blusa;Otoño;C;176
Falda;Invierno;B;151
Falda;Primavera;C;68
Pantalón;Otoño;A;111
Blusa;Otoño;B;103
Falda;Primavera;C;186
Blusa;Primavera;C;43
Blusa;Verano;C;96
Chaqueta;Otoño;B;109
Falda;Primavera;C;160
Camisa;Invierno;B;91
Falda;Verano;B;151
Blusa;Otoño;B;43
Camisa;Primavera;A;52
Chaqueta;Primavera;B;17
Falda;Primavera;A;16
Falda;Primavera;B;64
Blusa;Verano;A;64
Chaqueta;Otoño;B;44
Chaqueta;Verano;B;38
Blusa;Invierno;B;9
Camisa;Otoño;B;150
Chaqueta;Primavera;C;73
Chaqueta;Invierno;B;125
Camisa;Verano;A;21
Chaqueta;Verano;B;18
Falda;Primavera;B;32
Falda;Invierno;B;51
Blusa;Primavera;B;44
Blusa;Primavera;A;122
Blusa;Invierno;C;66
Chaqueta;Invierno;B;176
Pantalón;Primavera;B;99
Falda;Verano;B;58
Chaqueta;Otoño;C;172
Falda;Verano;B;142
Chaqueta;Otoño;C;116
Falda;Verano;A;135
Pantalón;Otoño;B;194
Blusa;Primavera;B;110
Blusa;Otoño;A;73
Blusa;Invierno;C;189
Chaqueta;Primavera;B;200
Blusa;Verano;B;16
Blusa;Primavera;C;2
Camisa;Invierno;B;143
Camisa;Otoño;B;150
Camisa;Verano;C;127
Pantalón;Primavera;A;133
Blusa;Invierno;A;126
Chaqueta;Invierno;C;26
Chaqueta;Primavera;A;172
Pantalón;Verano;B;114
Falda;Verano;C;123
Pantalón;Verano;B;155
Chaqueta;Primavera;C;65
Blusa;Invierno;C;66
Camisa;Otoño;B;89
Chaqueta;Primavera;B;175
Pantalón;Verano;C;185
Blusa;Verano;B;103
Camisa;Primavera;B;126
Blusa;Otoño;B;12
Chaqueta;Verano;C;86
Pantalón;Verano;B;173
Pantalón;Invierno;C;95
Chaqueta;Primavera;C;42
Pantalón;Invierno;B;133
Blusa;Verano;A;29
Chaqueta;Verano;B;73
Chaqueta;Verano;C;57
Pantalón;Otoño;C;71
Pantalón;Invierno;C;136
Chaqueta;Primavera;C;124
Chaqueta;Primavera;C;168
Falda;Primavera;B;130
Falda;Invierno;B;31
Pantalón;Invierno;C;110
Pantalón;Primavera;A;179
Pantalón;Otoño;B;39
Falda;Verano;A;34
Camisa;Invierno;C;80
Chaqueta;Otoño;B;111
Chaqueta;Otoño;C;96
Chaqueta;Primavera;A;31
Camisa;Otoño;A;51
Pantalón;Verano;B;106
Chaqueta;Invierno;B;4
Chaqueta;Otoño;B;190
Pantalón;Verano;C;90
Pantalón;Primavera;B;107
Falda;Primavera;C;106
Falda;Invierno;A;159
Blusa;Primavera;A;118
Falda;Invierno;A;128
Pantalón;Verano;B;164
Pantalón;Otoño;C;43
Camisa;Primavera;B;78
Blusa;Otoño;A;158
Falda;Otoño;C;186
Blusa;Primavera;A;3
Chaqueta;Invierno;B;99
Falda;Invierno;C;34
Falda;Primavera;A;141
Chaqueta;Otoño;B;161
Falda;Otoño;B;44
Falda;Invierno;A;191
Pantalón;Verano;B;123
Camisa;Primavera;A;25
Pantalón;Otoño;A;47
Pantalón;Verano;C;198
Falda;Verano;A;94
Falda;Verano;A;116
Pantalón;Primavera;B;184
Blusa;Primavera;C;194
Blusa;Otoño;B;186
Chaqueta;Primavera;A;53
Camisa;Primavera;B;4
Blusa;Verano;C;11
Chaqueta;Otoño;C;8
Chaqueta;Invierno;B;148
Falda;Invierno;B;158
Blusa;Primavera;B;6
Camisa;Primavera;C;107
Camisa;Invierno;B;53
Pantalón;Invierno;B;43
Chaqueta;Primavera;A;178
Falda;Verano;A;191
Pantalón;Otoño;A;149
Camisa;Otoño;C;167
Chaqueta;Verano;C;144
Blusa;Otoño;A;86
Blusa;Primavera;A;151
Falda;Otoño;C;188
Falda;Verano;C;12
Chaqueta;Otoño;B;14
Pantalón;Otoño;C;50
Camisa;Invierno;B;72
Falda;Otoño;B;116
Pantalón;Invierno;C;37
Pantalón;Otoño;A;30
Blusa;Verano;C;117
Chaqueta;Verano;B;100
Chaqueta;Otoño;A;8
Pantalón;Otoño;C;175
Chaqueta;Invierno;B;125
Blusa;Otoño;B;135
Camisa;Verano;C;88
Chaqueta;Invierno;A;33
Falda;Verano;B;109
Camisa;Verano;B;112
Blusa;Primavera;C;123
Blusa;Otoño;B;84
Pantalón;Invierno;B;37
Pantalón;Otoño;B;139
Camisa;Primavera;B;46
Blusa;Primavera;C;175
Chaqueta;Invierno;C;157
Camisa;Primavera;C;99
Falda;Primavera;A;91
Pantalón;Invierno;A;71
Camisa;Verano;A;181
Falda;Invierno;A;113
Chaqueta;Invierno;B;166
Chaqueta;Verano;A;83
Falda;Invierno;C;111
Camisa;Otoño;B;188
Camisa;Invierno;C;8
Blusa;Primavera;C;16
Camisa;Verano;A;196
Chaqueta;Invierno;B;162
Chaqueta;Primavera;A;3
Blusa;Primavera;C;180
Camisa;Otoño;A;38
Camisa;Otoño;B;32
Pantalón;Verano;A;83
Camisa;Primavera;A;120
Falda;Otoño;C;71
Pantalón;Primavera;C;97
Falda;Primavera;C;121
Chaqueta;Verano;B;142
Pantalón;Primavera;A;158
Pantalón;Verano;A;40
Chaqueta;Primavera;C;68
Camisa;Primavera;C;140
Pantalón;Verano;C;17
Pantalón;Otoño;C;149
Pantalón;Otoño;C;146
Camisa;Invierno;B;122
Pantalón;Verano;B;180
Camisa;Primavera;B;162
Falda;Invierno;B;176
Pantalón;Verano;B;42
Falda;Primavera;B;36
Chaqueta;Verano;B;114
Pantalón;Verano;C;80
Chaqueta;Verano;A;166
Chaqueta;Verano;A;94
Chaqueta;Invierno;C;193
Camisa;Invierno;C;82
Camisa;Invierno;B;143
Camisa;Otoño;B;165
Blusa;Verano;C;155
Camisa;Invierno;C;103
Blusa;Primavera;A;176
Blusa;Invierno;A;171
Pantalón;Primavera;B;57
Falda;Verano;A;161
Blusa;Primavera;B;39
Camisa;Primavera;B;190
Pantalón;Verano;A;71
Blusa;Otoño;B;200
Falda;Verano;B;142
Chaqueta;Invierno;C;26
Chaqueta;Otoño;B;152
Falda;Primavera;B;14
Pantalón;Primavera;A;139
Pantalón;Otoño;B;100
Chaqueta;Primavera;C;198
Blusa;Invierno;B;105
Blusa;Verano;A;10
Camisa;Otoño;A;126
Pantalón;Otoño;B;36
Falda;Otoño;C;169
Camisa;Primavera;A;70
Falda;Invierno;C;147
Chaqueta;Invierno;C;93
Pantalón;Invierno;B;184
Falda;Primavera;A;157
Pantalón;Verano;A;92
Camisa;Otoño;B;114
Pantalón;Verano;A;10
Blusa;Primavera;A;44
Blusa;Primavera;A;119
Blusa;Verano;B;7
Chaqueta;Otoño;B;47
Camisa;Otoño;C;42
Blusa;Invierno;C;96
Pantalón;Invierno;B;127
Blusa;Verano;B;28
Camisa;Invierno;C;197
Camisa;Verano;B;43
Camisa;Otoño;A;173
Pantalón;Primavera;C;74
Pantalón;Verano;C;122
Blusa;Invierno;B;118
Falda;Otoño;A;136
Chaqueta;Otoño;A;44
Chaqueta;Verano;A;137
Chaqueta;Otoño;A;85
Pantalón;Otoño;A;174
Chaqueta;Invierno;B;24
Pantalón;Invierno;B;36
Chaqueta;Primavera;B;176
Falda;Verano;B;74
Falda;Otoño;B;54
Blusa;Primavera;A;149
Camisa;Primavera;C;78
Camisa;Verano;B;177
Chaqueta;Otoño;C;100
Pantalón;Invierno;C;148
Pantalón;Invierno;B;131
Chaqueta;Verano;A;70
Camisa;Invierno;A;84
Pantalón;Primavera;B;138
Chaqueta;Otoño;A;168
Falda;Primavera;A;73
Blusa;Otoño;A;133
Blusa;Primavera;A;94
Pantalón;Invierno;A;105
Blusa;Otoño;A;98
Camisa;Verano;B;3
Falda;Primavera;C;114
Falda;Primavera;C;86
Chaqueta;Invierno;B;158
Chaqueta;Primavera;A;11
Pantalón;Otoño;C;165
Chaqueta;Otoño;B;89
Chaqueta;Invierno;A;19
Chaqueta;Invierno;C;197
Camisa;Primavera;A;95
Camisa;Otoño;B;53
Falda;Invierno;C;41
Falda;Verano;C;42
Blusa;Invierno;B;36
Blusa;Otoño;A;139
Chaqueta;Primavera;C;90
Camisa;Invierno;C;169
Camisa;Verano;C;107
Pantalón;Otoño;A;79
Falda;Otoño;B;176
Chaqueta;Primavera;A;66
Pantalón;Primavera;C;148
Falda;Invierno;B;45
Camisa;Verano;C;149
Camisa;Invierno;A;104
Pantalón;Invierno;B;177
Blusa;Verano;A;155
Camisa;Primavera;C;164
Pantalón;Verano;C;100
Pantalón;Verano;B;181
Pantalón;Primavera;B;5
Camisa;Invierno;B;138
Camisa;Verano;B;84
Falda;Primavera;C;151
Camisa;Primavera;C;166
Camisa;Invierno;C;78
Camisa;Otoño;A;93
Blusa;Verano;B;95
Blusa;Verano;B;17
Blusa;Verano;C;146
Chaqueta;Verano;C;114
Blusa;Verano;B;8
Chaqueta;Primavera;C;181
Chaqueta;Otoño;C;43
Pantalón;Primavera;A;38
Blusa;Primavera;A;112
Chaqueta;Primavera;C;181
Chaqueta;Otoño;A;97
Falda;Primavera;A;107
Camisa;Verano;C;105
Falda;Primavera;C;52
Chaqueta;Otoño;C;199
Blusa;Primavera;C;98
Falda;Invierno;A;89
Pantalón;Verano;C;107
Blusa;Otoño;B;185
Camisa;Primavera;B;98
Falda;Verano;A;175
Pantalón;Otoño;C;94
Falda;Invierno;C;3
Pantalón;Invierno;B;83
Chaqueta;Otoño;A;95
Camisa;Invierno;B;123
Blusa;Verano;C;123
Chaqueta;Invierno;A;85
Pantalón;Verano;C;5
Camisa;Primavera;A;146
Camisa;Otoño;A;43
Blusa;Invierno;B;132
Pantalón;Primavera;A;56
Camisa;Primavera;B;112
Pantalón;Otoño;B;176
Blusa;Verano;C;90
Chaqueta;Otoño;C;151
Falda;Verano;B;146
Blusa;Verano;B;65
Chaqueta;Primavera;A;118
Camisa;Verano;B;137
Chaqueta;Invierno;B;179
Camisa;Primavera;C;66
Chaqueta;Verano;A;93
Camisa;Otoño;B;181
Camisa;Otoño;B;144
Blusa;Verano;C;99
Blusa;Primavera;C;189
Blusa;Invierno;C;52
Camisa;Primavera;C;148
Pantalón;Primavera;C;24
Blusa;Primavera;A;4
Falda;Primavera;B;6
Chaqueta;Verano;C;56
Camisa;Otoño;A;72
Pantalón;Invierno;B;141
Falda;Primavera;C;151
Blusa;Invierno;B;163
Camisa;Invierno;C;167
Chaqueta;Verano;A;86
Falda;Invierno;A;65
Chaqueta;Invierno;A;30
Pantalón;Otoño;B;31
Camisa;Verano;B;26
Chaqueta;Primavera;C;97
Falda;Verano;B;89
Chaqueta;Otoño;A;174
Blusa;Invierno;B;116
Blusa;Otoño;A;59
Chaqueta;Primavera;C;74
Chaqueta;Otoño;B;155
Blusa;Verano;C;127
Pantalón;Otoño;A;122
Blusa;Invierno;A;184
Falda;Otoño;C;26
Chaqueta;Verano;C;60
Pantalón;Invierno;B;54
Falda;Verano;B;128
Falda;Otoño;C;100
Chaqueta;Invierno;C;42
Chaqueta;Verano;C;154
Chaqueta;Invierno;A;150
Blusa;Primavera;A;15
Falda;Invierno;B;50
Pantalón;Verano;B;146
Chaqueta;Otoño;B;168
Falda;Otoño;B;178
Camisa;Otoño;A;95
Camisa;Verano;B;72
Chaqueta;Invierno;B;57
Chaqueta;Invierno;C;23
Falda;Verano;A;77
Camisa;Otoño;B;100
Falda;Primavera;B;37
Pantalón;Invierno;B;42
Blusa;Verano;C;163
Pantalón;Otoño;A;172
Blusa;Primavera;B;29
Chaqueta;Verano;A;177
Camisa;Verano;B;19
Falda;Primavera;C;85
Falda;Otoño;A;123
Pantalón;Primavera;A;172
Blusa;Verano;C;73
Pantalón;Invierno;A;149
Camisa;Verano;C;147
Pantalón;Verano;C;180
Pantalón;Otoño;B;160
Falda;Verano;C;98
Falda;Verano;B;75
Falda;Otoño;C;59
Camisa;Otoño;B;66
Blusa;Otoño;C;175
Pantalón;Invierno;A;159
Pantalón;Primavera;B;192
Camisa;Verano;B;103
Camisa;Otoño;B;36
Falda;Verano;A;151
Falda;Otoño;B;68
Chaqueta;Otoño;C;75
Chaqueta;Verano;B;73
Chaqueta;Verano;B;106
Falda;Primavera;B;26
Camisa;Otoño;B;182
Pantalón;Verano;B;83
Pantalón;Verano;C;46
Chaqueta;Primavera;B;87
Falda;Invierno;A;95
Falda;Primavera;A;79
Pantalón;Primavera;C;66
Camisa;Invierno;C;42
Camisa;Invierno;C;159
Falda;Otoño;A;72
Pantalón;Verano;A;38
Blusa;Primavera;B;153
Pantalón;Primavera;A;94
Pantalón;Invierno;C;190
Falda;Primavera;C;197
Blusa;Primavera;B;27
Blusa;Otoño;A;161
Falda;Otoño;A;158
Blusa;Invierno;A;197
Chaqueta;Primavera;C;173
Blusa;Invierno;A;132
Camisa;Verano;A;197
Pantalón;Invierno;B;15
Chaqueta;Primavera;C;1
Camisa;Primavera;C;160
Camisa;Invierno;B;63
Camisa;Verano;C;46
Blusa;Invierno;A;35
Falda;Primavera;B;117
Camisa;Invierno;A;6
Blusa;Verano;B;80
Pantalón;Primavera;A;70
Camisa;Verano;A;133
Blusa;Primavera;A;128
Blusa;Primavera;C;83
Blusa;Invierno;B;82
Chaqueta;Verano;C;121
Chaqueta;Primavera;A;193
Chaqueta;Otoño;A;96
Falda;Primavera;A;164
Falda;Otoño;A;56
Chaqueta;Otoño;C;41
Pantalón;Invierno;A;163
Falda;Invierno;B;121
Camisa;Primavera;C;174
Falda;Otoño;B;156
Pantalón;Primavera;C;161
Camisa;Otoño;B;64
Camisa;Invierno;A;6
Chaqueta;Primavera;C;32
Chaqueta;Otoño;B;179
Pantalón;Verano;C;178
Pantalón;Otoño;B;198
Falda;Verano;B;145
Camisa;Verano;A;91
Chaqueta;Invierno;B;88
Blusa;Invierno;C;69
Chaqueta;Verano;C;170
Blusa;Otoño;A;150
Camisa;Otoño;C;156
Blusa;Invierno;B;34
Pantalón;Verano;C;128
Blusa;Verano;A;53
Camisa;Verano;B;137
Falda;Primavera;B;52
Blusa;Verano;A;156
Chaqueta;Otoño;B;166
Camisa;Otoño;C;44
Chaqueta;Verano;A;133
Falda;Primavera;B;198
Camisa;Verano;C;65
Falda;Otoño;C;24
Pantalón;Otoño;B;154
Falda;Verano;A;2
Camisa;Invierno;B;75
Camisa;Primavera;B;137
Chaqueta;Invierno;B;124
Falda;Invierno;B;1
Chaqueta;Verano;B;34
Blusa;Invierno;B;28
Chaqueta;Verano;C;83
Pantalón;Primavera;C;62
Pantalón;Primavera;C;96
Camisa;Primavera;A;165
Chaqueta;Verano;C;94
Pantalón;Verano;C;39
Falda;Otoño;C;155
Pantalón;Primavera;B;8
Falda;Verano;B;96
Falda;Primavera;B;124
Camisa;Primavera;B;55
Pantalón;Invierno;A;150
Falda;Otoño;B;43
Pantalón;Invierno;A;109
Chaqueta;Otoño;A;133
Pantalón;Primavera;A;175
Blusa;Invierno;A;108
Blusa;Otoño;B;81
Chaqueta;Primavera;B;180
Chaqueta;Otoño;A;64
Falda;Primavera;B;115
Chaqueta;Verano;C;84
Falda;Primavera;C;146
Pantalón;Invierno;B;142
Pantalón;Otoño;C;54
Camisa;Otoño;A;158
Pantalón;Primavera;B;12
Blusa;Primavera;C;13
Blusa;Invierno;A;155
Camisa;Otoño;A;36
Camisa;Otoño;A;84
Chaqueta;Invierno;B;189
Blusa;Invierno;C;190
Chaqueta;Invierno;B;136
Camisa;Otoño;B;99
Camisa;Invierno;A;23
Pantalón;Invierno;A;30
Blusa;Invierno;C;73
Blusa;Otoño;B;27
Falda;Invierno;A;46
Chaqueta;Otoño;B;109
Falda;Invierno;A;110
Falda;Otoño;C;47
Pantalón;Invierno;A;200
Chaqueta;Primavera;A;184
Blusa;Primavera;B;129
Camisa;Otoño;B;32
Blusa;Verano;A;13
Blusa;Verano;C;75
Falda;Verano;C;45
Blusa;Otoño;C;170
Pantalón;Otoño;A;143
Falda;Verano;B;35
Chaqueta;Primavera;C;109
Pantalón;Invierno;B;139
Blusa;Primavera;A;198
Falda;Invierno;C;152
Pantalón;Invierno;C;39
Falda;Primavera;B;149
Blusa;Otoño;B;66
Falda;Invierno;C;11
Camisa;Primavera;B;79
Blusa;Primavera;A;67
Camisa;Primavera;C;75
Chaqueta;Invierno;B;49
Camisa;Otoño;C;76
Chaqueta;Verano;C;115
Chaqueta;Invierno;A;93
Falda;Primavera;B;137
Falda;Primavera;A;38
Falda;Verano;A;168
Chaqueta;Verano;A;24
Falda;Primavera;A;131
Pantalón;Verano;B;148
Pantalón;Verano;B;127
Falda;Invierno;B;119
Pantalón;Invierno;A;134
Chaqueta;Primavera;A;130
Chaqueta;Verano;C;130
Falda;Invierno;C;63
Camisa;Otoño;A;140
Camisa;Verano;B;182
Camisa;Otoño;B;161
Chaqueta;Verano;C;88
Chaqueta;Otoño;C;152
Falda;Otoño;B;36
Camisa;Verano;C;150
Blusa;Otoño;B;45
Chaqueta;Primavera;B;106
Blusa;Invierno;C;128
Blusa;Primavera;C;10
Blusa;Verano;C;56
Blusa;Verano;A;154
Pantalón;Primavera;C;77
Falda;Primavera;C;100
Blusa;Otoño;B;28
Falda;Verano;A;125
Camisa;Verano;C;137
Camisa;Primavera;A;46
Camisa;Verano;C;133
Blusa;Otoño;A;193
Chaqueta;Otoño;A;143
Pantalón;Verano;A;90
Falda;Primavera;A;166
Chaqueta;Otoño;C;20
Pantalón;Verano;B;7
Chaqueta;Verano;C;198
Chaqueta;Otoño;B;12
Blusa;Primavera;A;173
Falda;Verano;B;140
Falda;Verano;B;111
Falda;Verano;B;149
Camisa;Verano;B;30
Blusa;Otoño;B;17
Pantalón;Verano;B;82
Chaqueta;Primavera;C;70
Chaqueta;Primavera;A;24
Pantalón;Verano;B;40
Falda;Primavera;C;165
Camisa;Invierno;C;42
Camisa;Primavera;C;51
Pantalón;Verano;B;166
Chaqueta;Invierno;C;6
Pantalón;Primavera;C;28
Falda;Primavera;C;30
Blusa;Verano;B;149
Camisa;Verano;C;111
Chaqueta;Otoño;A;53
Blusa;Primavera;B;130
Pantalón;Otoño;A;51
Chaqueta;Primavera;B;29
Blusa;Verano;A;48
Pantalón;Otoño;B;126
Pantalón;Otoño;C;98
Blusa;Primavera;A;167
Blusa;Invierno;A;197
Chaqueta;Verano;B;4
Blusa;Verano;C;128
Pantalón;Otoño;B;45
Camisa;Verano;A;93
Falda;Otoño;B;18
Falda;Otoño;A;169
Falda;Primavera;A;179
Blusa;Verano;C;142
Pantalón;Otoño;B;34
Camisa;Primavera;C;161
Chaqueta;Invierno;B;86
Pantalón;Otoño;B;198
Pantalón;Invierno;B;175
Blusa;Invierno;C;13
Pantalón;Otoño;C;75
Pantalón;Primavera;A;139
Camisa;Invierno;A;71
Pantalón;Invierno;B;53
Camisa;Otoño;B;81
Pantalón;Invierno;C;149
Blusa;Primavera;C;120
Camisa;Invierno;A;33
Chaqueta;Verano;C;54
Falda;Verano;C;116
Chaqueta;Invierno;B;62
Blusa;Verano;C;20
Falda;Verano;A;160
Blusa;Verano;A;83
Camisa;Invierno;C;190
Falda;Otoño;C;11
Blusa;Invierno;B;138
Pantalón;Primavera;C;89
Camisa;Invierno;C;27
Falda;Verano;A;39
Falda;Otoño;A;107
Camisa;Verano;B;72
